space	chr	prev_start	prev_end	prev_checksum	start	end	checksum	type
query	chr4H	439615458	439791278	36397742a90707cb08d8203fde4a5e78	439717914	439719279	8dab4652b0f9b7dce6a1fe489635d063	NESTED_IN_PREV
query	chr4H	439798614	440133736	e66cbdee4148c9cf272e5f8a72a75034	439942668	439944368	626f6745cca03c3e3717ff7346ced8e5	NESTED_IN_PREV
query	chr4H	440135438	440390534	237a388dd7d692e010f17f297a57fda8	440199467	440200474	7dd87be07c682b0f2d1f91100063fbf8	NESTED_IN_PREV
query	chr4H	440391543	440723452	1a3d7ac25bfe5d314187976241159913	440427463	440602493	9e93121030569663faedb022ca9ae114	NESTED_IN_PREV
query	chr4H	440427463	440602493	9e93121030569663faedb022ca9ae114	440437413	440439087	f2d46bafc86a9669f81abcc51c737c39	NESTED_IN_PREV
query	chr4H	440445179	441214551	30027167d905e2f31aa6392b93813f7b	440602494	440626789	3a36c9c9fd053c7b9cc56439e5c0d210	NESTED_IN_PREV
query	chr4H	440626790	440754645	bb367eba610e5358018b9b69955fb364	440724413	441030082	3b5abf638ce3d09aaba2ff2c889d8671	PARTIAL
query	chr4H	440724413	441030082	3b5abf638ce3d09aaba2ff2c889d8671	440758405	440868551	c162dac4800ba6b1e56bb81dd0ebd74a	NESTED_IN_PREV
query	chr4H	440758405	440868551	c162dac4800ba6b1e56bb81dd0ebd74a	440839017	440844453	8432840bc48bab00061988a14ae86453	NESTED_IN_PREV
query	chr4H	440858812	440868551	2b8b319e006d316b59de48127d625957	440858812	440868553	fef6eaa01c3ad182d05be9477db0b3f2	NESTED_PREV_IN_CURR
query	chr4H	440868553	441332748	b989ad5487d203fe9034d19e3fe9b690	441215125	441246833	d43b570e7661f1df166153f54b40b2b9	NESTED_IN_PREV
query	chr4H	441316290	441343476	95e85bc7b33e709af0f9f5cd273f7d82	441332749	441723757	b1a744bf2596df5b453ab512884095ba	PARTIAL
query	chr4H	441332749	441723757	b1a744bf2596df5b453ab512884095ba	441344455	441651881	5b0cf9118c4e47508ed73a5bb0daec0d	NESTED_IN_PREV
query	chr4H	441720085	441739669	6f7a474a03f98f77da7ee2de80566838	441729946	442212737	7f861957e5238ee8a0b022942fedac72	PARTIAL
query	chr4H	441729946	442212737	7f861957e5238ee8a0b022942fedac72	441739670	441823180	6b004041dc6162f8e8e3dea3f73339ba	NESTED_IN_PREV
query	chr4H	442215403	443084001	d16c4896fbd32a2b0ec668f27fe13c19	442364128	442364700	7448f2399d1bc9644fc02a0c9ccf6d43	NESTED_IN_PREV
query	chr4H	442841771	443042032	3517107445ec854f4aa1e72908a24030	442851897	442861301	f96d6f9884a02a8aedfce352f79f28d3	NESTED_IN_PREV
query	chr4H	445416838	445698122	514cbd591fdfb6db7ae09332f6867f0a	445440420	445443084	b73b2c4a3d8b8660fb15171d8670b148	NESTED_IN_PREV
query	chr4H	445880289	446098578	f961343dd8a3b69583dd495c5ce28ab0	445987340	445988095	328f400e20cb2b45eb9ee24cc67a0bc0	NESTED_IN_PREV
query	chr4H	446296953	446405831	30ab3f8052801289d1c4fff8736bab67	446311645	446313162	b70730c64906e61b7ed0a3c7a7839560	NESTED_IN_PREV
query	chr4H	446667802	446734496	2f72e5b3437fd66846ea5dd1b4a52323	446687726	446693015	42994d6122b613262cd038499ba7eea7	NESTED_IN_PREV
query	chr4H	446911549	447205352	961ebc1104c078c28676396beae010b8	447041121	447048033	b497f1dfc52e7378afe7ad93f383db23	NESTED_IN_PREV
query	chr4H	448634729	448644705	d7f859117771ce712769894cc5ed6b64	448643923	448644432	c354eea1adf39008df76d4be85f8a08d	NESTED_IN_PREV
query	chr4H	448721664	449112958	db7aebb265cc74db77a223a054cdf202	448925711	448935568	8ceb151a24ae4c08be6de917d4da1d7d	NESTED_IN_PREV
query	chr4H	449403707	449833597	6b6aa55af3e8d41840ba34df26431681	449518595	449522844	8f3ccc7c7772c277a9120e689aaabb4f	NESTED_IN_PREV
query	chr4H	449518595	449522844	8f3ccc7c7772c277a9120e689aaabb4f	449518932	449520082	bf57f8716dd6c11f96995395276b37fc	NESTED_IN_PREV
query	chr4H	449520083	449524570	8b35b0cc0db756f468b007aa7eaf5a47	449523947	449526972	fce8704801e2e1a1fd4bd35728595338	PARTIAL
query	chr4H	449553556	449880379	0f666be93c48fcf8664da9763a8c6b20	449633443	449634553	aa67ec75c4bf3e35c7d805e31684aeb1	NESTED_IN_PREV
query	chr4H	449842268	449974848	5c69f66470f7ed8accd809aefd0cf6b7	449863483	449864919	d4bd274d15e8def472e2f234ddb2b4d0	NESTED_IN_PREV
query	chr4H	449891046	449895409	0715da68dd14aea3ddbc5d75c0551887	449891145	450468031	41689dbbaeb635505a75ebb9ea1f6c89	PARTIAL
query	chr4H	449891145	450468031	41689dbbaeb635505a75ebb9ea1f6c89	449974849	449976305	469385f521ab7f930cfe6c4c5f764eec	NESTED_IN_PREV
query	chr4H	450210984	450658294	2f18b6abeb3e9b1773fde5684fdd61e1	450420834	450427177	cc0299db1e9ead5eaf4acf9554d62a7d	NESTED_IN_PREV
query	chr4H	450711564	451004848	1c1f3d478797290bf28651c357ba0c8a	450753785	450756545	7aec1832e97ee54dd64d90af86a24e39	NESTED_IN_PREV
query	chr4H	451148713	451168786	50bf3e4fd2c750358140de6e02071a05	451159196	451162789	bb6902275f0354c93e5c7a423aaa844f	NESTED_IN_PREV
query	chr4H	451169608	451173998	85ad2b6f5a394518fccf4297205c88ab	451170091	451512150	88c16a53dd4e37d58d7cf31600a56d2e	PARTIAL
query	chr4H	451170091	451512150	88c16a53dd4e37d58d7cf31600a56d2e	451207750	451212660	60d3da5f3c25e2b8e57ce7cd432a36f6	NESTED_IN_PREV
query	chr4H	451515367	452295055	606934986b2fb3f160522430254bec56	451960168	451963034	9842c51cc6f8554e4f302f6e379d92b7	NESTED_IN_PREV
query	chr4H	452365584	452706225	7ad973f637ec4efc007c397db3aa7cfc	452653358	452654785	d80ff01ff88709e6f44d1d35626a3893	NESTED_IN_PREV
query	chr4H	452865100	453137923	98bbc361bd29ee1b75f41c225a206fd2	452972261	452974619	fd87dcc2b158a0285f00834cc4ff7ac9	NESTED_IN_PREV
query	chr4H	453599303	453745285	134e1689df70c3e6139402fb35cb4fbf	453610969	453614228	9c8320a5b61de63ee02c632fea2f9917	NESTED_IN_PREV
query	chr4H	454055417	454306869	d09cb9962fb151df2d6f20645c7171b4	454269518	454271896	d927e64fb4854bbe55b352f3aa08e7b8	NESTED_IN_PREV
query	chr4H	454312766	454802890	54772bcc564b8edd5bd55ecdb77e2120	454463907	454464812	9387f998b4fcc28dcf39ff413ec44698	NESTED_IN_PREV
query	chr4H	454935178	455496089	f6570a9b8dea906724351184aae6caa3	455072993	455075295	f870f5a584f224d7bed324a18a72bba5	NESTED_IN_PREV
query	chr4H	455507760	455763327	af2bd9b4019950eac6f261d55616b8bf	455515231	455518117	87d2b5602be97e7065dc6843a4e6084e	NESTED_IN_PREV
query	chr4H	455817356	456453694	827784b323bb994806071882172c0869	455883647	455897337	9b864a6a8ef6acc38fe5df5cbf10b47c	NESTED_IN_PREV
query	chr4H	457307509	457570687	d2e94eba0b4994b365ed56782f28866e	457401410	457402206	efa5b9011abe08c78fb9e4379cc9a0d0	NESTED_IN_PREV
query	chr4H	458742615	458869453	41956d7b8f0dafeb341f4da4d9fd999c	458830829	458837604	ec824a56e3c31e145ef50fe0bfa9559b	NESTED_IN_PREV
query	chr4H	458837605	459375649	923a4fec23aed74cc91f48f4f1256759	459183044	459183655	dfe7cd26076847215ac517724b3c9e4e	NESTED_IN_PREV
query	chr4H	459400031	459877080	0c73bbdb9880c7ab167cf2b671eb8bf4	459525751	459526575	d26599035687ef9a44523f886d9223d8	NESTED_IN_PREV
query	chr4H	460250974	460483671	e645190802ec3c11b65d85859f4a4c05	460292632	460293339	fdb25b2d7b2be6e6f0ad7fa684051af0	NESTED_IN_PREV
query	chr4H	460533803	460697705	712474b6229bab73be5d0437efe16fc7	460543175	460722998	43f373419b2986bc345c3726e292d1a5	PARTIAL
query	chr4H	460543175	460722998	43f373419b2986bc345c3726e292d1a5	460665215	460670924	c9e6f4d12d11c1916d2ecd5213c989a2	NESTED_IN_PREV
query	chr4H	460894162	461093027	7cc7aeedad7c26034fe911cb63b3b6c8	461050532	461052763	7e8e85caad51a64e8f6b38c65329b9c7	NESTED_IN_PREV
query	chr4H	461093028	461241574	28f221e01ab32996b4ab7028eaf18278	461147909	461150563	972cca268bcce95c7ae38ab98095be9c	NESTED_IN_PREV
query	chr4H	461243807	461338949	f913f038a84c32739808c6b31f16caaf	461318519	461321852	dbcb0b921876148b98c5b4a90d1f0a2e	NESTED_IN_PREV
query	chr4H	461510840	461726353	2ec3abfdcd1639a623024af2a76d0473	461537362	461540586	8ae3ef477e136df9af571c768c89ba32	NESTED_IN_PREV
query	chr4H	461549489	461719364	887c6c550ef910fd67c642aeb80183e2	461653103	461653969	9e6d102436689dda334046fc4b0ad3eb	NESTED_IN_PREV
query	chr4H	462010714	462265450	f429785116b28ac73f9d55ae131f709e	462076457	462089339	acb4ab3cb2a1a4dd9f89869751589dda	NESTED_IN_PREV
query	chr4H	462312999	462769109	2a305e6e6f075e4ad930dc5bee42a91c	462580113	462586497	4df654460cdec8c96aa2a00542867722	NESTED_IN_PREV
query	chr4H	462778636	463085042	fc9d47e9336f278434c9eeb742672c6a	462896054	462897730	10633f1a6505f32f5dd61aea65da6784	NESTED_IN_PREV
query	chr4H	463137721	463664538	df866f505d2857d7a3d6ddeb2bd69e25	463475547	463484990	ecd1b164b8353538726dc0528fecd427	NESTED_IN_PREV
query	chr4H	463724596	464088167	c4f3692ba61cefa65b8595817f5d116d	463899175	463903175	f54281b11ef5ba057c6dfac14eb896f9	NESTED_IN_PREV
query	chr4H	464232629	464527018	52a9f1bb3b28402004d150b8ba9a5b7f	464338027	464340272	fad530f62e6173a9c1c2bc81ef73ca88	NESTED_IN_PREV
query	chr4H	464692548	464926629	3a311595660b5fccbd5f8cf50a5ae801	464737644	464740480	f5b5f240ce3c6af534a650fa861476c2	NESTED_IN_PREV
query	chr4H	465241423	465478609	dde361af86095b07ac6a78b3eafb0de7	465289624	465303475	50abc3ddecfc20b22c6e2c0382409f01	NESTED_IN_PREV
query	chr4H	465497067	465768587	d1c473f49919c5e15e7c1a5f0e2c517e	465579555	465580890	093b84f9df06801901831baae95fffdb	NESTED_IN_PREV
query	chr4H	465769924	466011627	2953ce4d035cabc8096862513020fc25	465822596	465829080	252d6b26050679c94d8f1fdd8bb7cb52	NESTED_IN_PREV
query	chr4H	466274224	466555529	134d02455a34e4ed369173703e72271e	466366499	466368676	abdcc3907bfd832502e65ba15a77f58b	NESTED_IN_PREV
query	chr4H	466767372	466884896	30b326ef56804f75852521992b4aa9f9	466779516	466780091	5326c01d973262345b11ec66ce848a7e	NESTED_IN_PREV
query	chr4H	466912187	467445261	9a4140a8856d4189aa7b79fcb5b6742f	467206710	467207738	ef65549aa40f270409abeb629deb8aad	NESTED_IN_PREV
query	chr4H	467669084	468140631	d8c2b749f0325b5075ffb2bb46f01e4e	467951603	467953315	99b2ea64aef4fe9e730679debed1f347	NESTED_IN_PREV
query	chr4H	468142345	468784062	662303a366750596b8a2abe793eb455d	468595036	468599843	373dd6c79b0dacb3ded42a3e2350b6e6	NESTED_IN_PREV
query	chr4H	468792270	469112194	07fba1e3751e0aa771582bde0553fdb2	468923170	468926829	d055c1eceb3bc48d9f17400c5702551e	NESTED_IN_PREV
query	chr4H	469357794	469807304	8293db4008ffd64cc230853e9b1633d0	469618273	469619203	6e25096a9dc7b59668344d1ef85213fa	NESTED_IN_PREV
query	chr4H	469757449	470015017	720e338da8548e1689ef495bc68dcc41	469879383	470228125	45b38af3bb499cd051a5fcb14dedef10	PARTIAL
query	chr4H	470228131	470528135	a68bbac801cb1d30c68bd8eaf2d374d9	470515463	470815468	246aa345600304a8add64f0e72a7fa3d	PARTIAL
query	chr4H	470515463	470815468	246aa345600304a8add64f0e72a7fa3d	470528135	470628720	f4d046c1b2bf128d8666685c9a9a3734	NESTED_IN_PREV
query	chr4H	470628720	471316017	e269c319381cffff0890f126093de38e	470629668	471318208	2c77301b5a0356ce1fa9c43c4055ad40	PARTIAL
query	chr4H	470629668	471318208	2c77301b5a0356ce1fa9c43c4055ad40	470836858	470840045	6c5aa24959d43033f65f22f1e026f1ba	NESTED_IN_PREV
query	chr4H	471458724	472011148	2b7e441c55cc3765be3e7aa6faa34c41	472010856	472012827	47b1a288fc97f099623a1898f277320d	PARTIAL
query	chr4H	472201857	472494243	b4e0709c9a8c3921bb88fcf20a88db83	472305215	472314304	b2e9c72d2b679a8a85fd081aee722da3	NESTED_IN_PREV
query	chr4H	472503334	472991972	1d8678382dbdae807adc3346a8af7434	472533551	472558061	d277ffb0c47f159fa782e6e16be78829	NESTED_IN_PREV
query	chr4H	472992841	473026022	a0658bb12214861314043e03c0a26ada	473001586	473002359	eb61fa31e0423e19e90de74f666fc87a	NESTED_IN_PREV
query	chr4H	473191384	473619218	b9f0c52d355c874031fd8848e0fb620a	473430197	473433085	ab881242e04bfadfe6427ec024f119ae	NESTED_IN_PREV
query	chr4H	473783179	474038194	8de27756b1a8e4e57fde066a43c2eaa5	473849173	473851827	934db49c4b523e37d3cdaea29ca0fa4c	NESTED_IN_PREV
query	chr4H	473919435	474187873	f1cec47f10de2c587c20c07a02fd5701	474040850	474108457	ebb8408f90189ed5a2482d67e6403b14	NESTED_IN_PREV
query	chr4H	474379945	474807860	bac877bc4ffe85786b0c94247c030bec	474617614	474621094	60c92c4f57ae4efb381b748e27b6fb04	NESTED_IN_PREV
query	chr4H	474815063	475503796	cde0277f0921011842fc2c23f8647edf	475313545	475314212	86eea50c5f0578ebe95e6caf896ac214	NESTED_IN_PREV
query	chr4H	475850486	476411409	e903e937d28ec5b4637feef10920fd2b	476161355	476164395	fc1b8deea5af7be905ac2ddce94b957e	NESTED_IN_PREV
query	chr4H	476413677	476996653	de480d8efb159cd7cb6560c0b5d18572	476806406	476809094	e6b65954e6d942e36e6e77acd06d80b5	NESTED_IN_PREV
query	chr4H	476999343	477341979	f4daddcaaed470e5e1f904fa69766550	477151730	477152630	d059a03436746e5883f0d49cee66cd0c	NESTED_IN_PREV
query	chr4H	477195566	477395829	79bcb0367c21987b2fd07e450714fc3f	477375125	477385814	f6768b8f67e249026cc75df9f73d865b	NESTED_IN_PREV
query	chr4H	477588734	477872961	9d27405512f6f9b9762427021e6bad61	477788684	477790297	f4d6fd3dc65965ab1b6ea599313652ce	NESTED_IN_PREV
query	chr4H	477876753	477978930	33dab657f27b9125dec576151a95ff57	477960856	477966742	7749c0032f64718f37bd342f381dff36	NESTED_IN_PREV
query	chr4H	477980545	478275244	cac27ebc964a6e9387d713ccf2c6fa38	478085001	478086473	8b906885601f7f4d202ff36cc300c3e0	NESTED_IN_PREV
query	chr4H	478289393	478724164	bf51455444e392ec02a101cf82b50f3c	478536961	478644154	383f4b3a806c4b419bdbd10038408a95	NESTED_IN_PREV
query	chr4H	478536961	478644154	383f4b3a806c4b419bdbd10038408a95	478545884	478602330	d5e4b58f4ef00e345d041f073a15cfef	NESTED_IN_PREV
query	chr4H	478606552	478865496	bbb474847cb7ef79747fb5195348fb93	478644155	478644766	392f8e7d1438178bfbca920d9d12adbe	NESTED_IN_PREV
query	chr4H	478839737	479063385	4b6b6fd1989ebe64f75b6a2959528d3f	478871384	479045621	27d63af221d69bd557d49e63b187a054	NESTED_IN_PREV
query	chr4H	478871384	479045621	27d63af221d69bd557d49e63b187a054	478873141	478874138	c6405e0992b28316238d470dbf4ed7bc	NESTED_IN_PREV
query	chr4H	479047650	479117588	07a38910416b98a34e4b95e72c3ef476	479064384	479187518	af4784cbab20191dd8409e0fb01a5e1d	PARTIAL
query	chr4H	479064384	479187518	af4784cbab20191dd8409e0fb01a5e1d	479119299	479303962	57b0f1ae9729d7b035b04267cf6fd7a9	PARTIAL
query	chr4H	479119299	479303962	57b0f1ae9729d7b035b04267cf6fd7a9	479189271	479470554	8a10a03eec0124315c2812c180bba9b7	PARTIAL
query	chr4H	479189271	479470554	8a10a03eec0124315c2812c180bba9b7	479278511	479279581	22b9f75080aa8430b4e4604c298db75f	NESTED_IN_PREV
query	chr4H	479485022	479942330	6836c1334619171de12dbb4d9ff120ee	479528451	479529102	c8891960977c2d393016ab32f96f561c	NESTED_IN_PREV
query	chr4H	479752087	479917497	b0a47d6c5d0b918d69b2484685423e84	479768151	479769852	6b15f1f58678babe9f6c4c5375076211	NESTED_IN_PREV
query	chr4H	482602213	482943372	eb39e1cdc02c94de330f621b4a6faf1b	482643185	482783707	dbe140f6b449d8781a542d95bf93879c	NESTED_IN_PREV
query	chr4H	482787103	483055360	fe64ac744d00475bff8798b4f8b95c35	482904641	483241057	0c934fe267ad2c0217be6a2aaa026c99	PARTIAL
query	chr4H	482904641	483241057	0c934fe267ad2c0217be6a2aaa026c99	482943373	482948275	94d1598267060a2026339060018ea2de	NESTED_IN_PREV
query	chr4H	483114192	483348777	84af09617048160786043e7f2f95ed5e	483127550	483128714	7a88a157b83715dba85fb8cf5173be83	NESTED_IN_PREV
query	chr4H	483304287	483461050	22eedbf8cdd1380f0144473f8ffa9ef4	483305096	483308514	add496918478d593c3294f958d93cdae	NESTED_IN_PREV
query	chr4H	483353196	483598121	2b43fb4b368b530fb9d53014f1c2d756	483463379	483492147	407725a0eaa7a4e54fd2526bcd9e0ead	NESTED_IN_PREV
query	chr4H	483492148	483657954	d999211f78fcc4e444bba821d630506e	483598976	483656982	5fd05d6e1bbe98e481396ba0f1130490	NESTED_IN_PREV
query	chr4H	483598976	483656982	5fd05d6e1bbe98e481396ba0f1130490	483601500	483604048	f72e8fa18f5b0586a91a345f91173d36	NESTED_IN_PREV
query	chr4H	483656983	483715188	59a50b5b0100286561464309572d83cb	483657955	483658617	09fa63c6f2021a8b94525d8d4ca59edd	NESTED_IN_PREV
query	chr4H	483658618	484042539	a606a7e41859aa0c3bb1a5fc7d09aad3	483715189	483816300	16cf56c73fba88e53a74123e87907a00	NESTED_IN_PREV
query	chr4H	484389810	484466753	2263b0295c80048bcea65fc8274b4aa9	484422486	484425880	c710ad6ed655f8e53418a3b0026430be	NESTED_IN_PREV
query	chr4H	484717266	485098507	aa914b3dd9d8adaa142eee08fe41cc22	484750153	484860290	db3b84c3a492b47ab6a93cd365642521	NESTED_IN_PREV
query	chr4H	485110044	485378417	e244f6d08966322b7b5d713d758f8c39	485341389	485343115	df304ac840c65b0e0deb31f020784ced	NESTED_IN_PREV
query	chr4H	485380033	485392314	baa1a35ca87c9b43ca4ce1cd3421ae3c	485390567	485394943	34b011e91481339caf8c9955819700c0	PARTIAL
query	chr4H	485390567	485394943	34b011e91481339caf8c9955819700c0	485392315	485394219	e61d33dd8d80404c40af1aff91bb5d80	NESTED_IN_PREV
query	chr4H	485394220	485911894	6de28351f0c0454402fdafbe494bbf29	485394944	485395457	a8eb75f832c46b6cd43ebde854961150	NESTED_IN_PREV
query	chr4H	486761476	486835941	8e9ee1e01a52dd5bbdca7a8cb902b9b5	486788052	486790584	0c914eb76885721ede43ac1239c16568	NESTED_IN_PREV
query	chr4H	486843323	487214500	c8857752d04a401330aced1b275c8f20	487046514	487049540	13fe21eaeb77e4e0cfab10f5cf854e01	NESTED_IN_PREV
query	chr4H	487225659	487573356	932670b219854d0c5ecbe7b7a5f80813	487382563	487386310	81757c459e510cfc3f761df1a56dfcb1	NESTED_IN_PREV
query	chr4H	487575058	487859214	447553c58872981ba313c00aa17e3044	487694021	487697972	31fdabd35292cec7e8f4ff087e3aa4c3	NESTED_IN_PREV
query	chr4H	488752840	488946380	e50404aa6c9d8ddf8f55f2851be38db2	488895620	488896293	27504643862fec3c1e10ffbc3ca86ce7	NESTED_IN_PREV
query	chr4H	488949435	489130763	6660a61d7fcbce66f3074be8a8f8e619	488953731	488955899	2a79302d58a25676b6d9ce552f7e7769	NESTED_IN_PREV
query	chr4H	489152148	489706078	e2cd3fc16c223b682c846d87a11f7ff7	489491615	489494989	d250037b314f71be47a4ee7b853424aa	NESTED_IN_PREV
query	chr4H	490779332	490782200	c7ed3a5930c96852f99eb168a3e37014	490779839	490783816	4fe8e2620407556d0b499f1658d581d0	PARTIAL
query	chr4H	490779839	490783816	4fe8e2620407556d0b499f1658d581d0	490782201	491003715	0715de90fea615d75d1751aa5ee7864e	PARTIAL
query	chr4H	491005451	491281245	68af3e8c3718e17bb042ae4daf7a61b4	491036802	491039855	2d9fcd62d483a1822704600575836c72	NESTED_IN_PREV
query	chr4H	491931605	492078969	8d859f39074e7675441ef451a3bbf2a5	492026009	492027743	89de7ee15b0a2744f87a800b6c6151e8	NESTED_IN_PREV
query	chr4H	492263830	492560552	20c1c72b6dd764f18aa430c10718e32c	492302863	492305806	e2fe40a8ed819f7c10df28c0a736e20f	NESTED_IN_PREV
query	chr4H	492574521	492800838	b404537420e88f0114a0b18783f9db5b	492720089	492722157	3c071aa88ba98653dd53d255c1d90b7a	NESTED_IN_PREV
query	chr4H	492801624	492823409	5a305d5577d5cd032a86fc3a1d11e920	492808856	492812507	605ff3c3f225dfe94cba17de9b30d1fd	NESTED_IN_PREV
query	chr4H	492840602	493034302	0cd5d7ab3482e347c4ea34c49eb0d61b	492955353	492957632	1ae7a742d0a41d4186a0c89316178163	NESTED_IN_PREV
query	chr4H	493035135	493157928	673eeb95ac7f8863b036d272cf65882a	493090252	493091083	9a11223ff500b4cb337bd3ddbb655730	NESTED_IN_PREV
query	chr4H	493124531	493130854	3461dba7ee6bc7f29c36e85682034b50	493124809	493126910	d941577d0e3bac486a7dff54be72164b	NESTED_IN_PREV
query	chr4H	493159666	493469921	8aaef82d80546a8520ee8a4f6a6acd1f	493191764	493192427	a72554d30bb7be6f775ed8d89aa7ea03	NESTED_IN_PREV
query	chr4H	493471416	493609041	b0a730ddd9bef9e64511b5851dc9ec97	493593500	493600499	7237c2a7b66bccbe0ad7206aecdb107a	NESTED_IN_PREV
query	chr4H	493612199	493712849	0cd5c7fe85341dba675bfc0c185c96dd	493668389	493671545	9dc49d2b146e948e5212358ff339fb6e	NESTED_IN_PREV
query	chr4H	493715360	493895179	8b23fa1512a5fa963ada2bd87cee138e	493772196	493774705	d3915d7de4e6b7f494c78995813120b5	NESTED_IN_PREV
query	chr4H	493900105	493981122	05d03f0dbd509283ebe96bf278377e80	493954536	493955396	47ec2134ec04c5ce32f7db762a82ba91	NESTED_IN_PREV
query	chr4H	493993630	494017785	49b74d6e20776e0c21bc9c19fa9b8cec	494016317	494021094	977834b7fb738231655b4d7febc6811b	PARTIAL
query	chr4H	494016317	494021094	977834b7fb738231655b4d7febc6811b	494017786	494393891	e8d2cba0287a4d9fb88773e162af2f19	PARTIAL
query	chr4H	494017786	494393891	e8d2cba0287a4d9fb88773e162af2f19	494041273	494044539	18b2755c2e64da890c8889189c72ad86	NESTED_IN_PREV
query	chr4H	494401045	494461682	d512dad14d999f8b3b17d82e923e9c03	494445041	494446534	91d33f94bb3024c31d1c3b29f9911024	NESTED_IN_PREV
query	chr4H	494462313	494675601	6eb1befa56dc75a8bafad1b0cf1d1824	494602427	494603056	bcc4053be552d5ed0b10047abe24a95d	NESTED_IN_PREV
query	chr4H	494797438	495095211	041b57dd6f48c959caa4e1f6af56099e	494816433	494817520	c864ca1e7fd43a6b830432a2affb0f6a	NESTED_IN_PREV
query	chr4H	495107708	495422988	65314a3876336b89573c95f97084cfb4	495236108	495240806	4b6fa154e2b89e9f1596c5c8ef214fc7	NESTED_IN_PREV
query	chr4H	495444529	495783804	6bf5df3a870a932cb2d6bb5d49e0ae9e	495563892	495568147	e78359bbaf3b9f22777c81f3e55a6501	NESTED_IN_PREV
query	chr4H	497156467	497558313	9b3cccc6111f9d0503364013c89e1a4c	497376935	497377505	be47b166296c2b2e887408483db99129	NESTED_IN_PREV
query	chr4H	497624025	497738716	0529dd4d8efe58cc921e25403aaba4bb	497660443	497666163	097c86105fb43751634717dfb8afa932	NESTED_IN_PREV
query	chr4H	497744438	497946554	639e4fbc05e2585ca34cbd8eac2fb741	497868276	497868817	f008a239ff3a0bfe4f178caabb84ec38	NESTED_IN_PREV
query	chr4H	497947097	498399702	81bde7e190ef746afca8aadb4a47650e	498311427	498312863	3e0d9bea11b8f0c1561db6dd4482481f	NESTED_IN_PREV
query	chr4H	498397451	498403625	d6f7ba42d1a6015956b8dcdd233b9ee6	498401140	498471078	2a2d6bdba5ed2b11ce736973087629c5	PARTIAL
query	chr4H	498401140	498471078	2a2d6bdba5ed2b11ce736973087629c5	498403626	498406454	1f5cec353500ff853d118e14f3ea811e	NESTED_IN_PREV
query	chr4H	498529024	498707611	c5f69af8025e64600ee72d955f7a220f	498619340	498623940	f965cf1c486c3b56399b7e2ac7fa56c0	NESTED_IN_PREV
query	chr4H	498716618	499035616	5358dd9acbaaa308084088b699e31e0b	498797423	498799582	801c5b7002df89940e7cf1c7cbef64cc	NESTED_IN_PREV
query	chr4H	499035616	499101252	17e467dcb6885e03eed6266634032385	499038577	499042073	3b77d275be96caeebba91f300e1c4e91	NESTED_IN_PREV
query	chr4H	499130351	499361462	e3975de56f85078bb4b14301ec51080e	499273154	499280429	78399c6b227a74428a450e1b593244db	NESTED_IN_PREV
query	chr4H	499368739	499585957	0a86014fb051e18b722cf4535b77e25f	499497605	499499437	11fdbf11844bbfc53fa33dfa3ca2474b	NESTED_IN_PREV
query	chr4H	499587791	499712792	3cf83ddb6646bf68cbfde21a71aaa99d	499645042	499654114	2467807d42c437d4af022f1b8498df8e	NESTED_IN_PREV
query	chr4H	499715267	499882913	e14376269158eee5542d8554346a455a	499805325	499806305	9e585185e2dc123757478fd37c735621	NESTED_IN_PREV
query	chr4H	500296300	500572051	1a5340ea92ccabc3ea37a8792d873880	500396964	500397737	c90bd80fa37f1781a40b4908119f3612	NESTED_IN_PREV
query	chr4H	500577301	500847599	1fce6ed9bed682ce6ea30ad40b8abb69	500577980	500579188	9f7bfe4d622d01585976a7c78809ea58	NESTED_IN_PREV
query	chr4H	500847600	500989813	751996d3ee98c5201a64d9e6461d50a7	500896080	500900700	8558a50246c562cb3364b4859ef49fb1	NESTED_IN_PREV
query	chr4H	500928419	501056998	7a9899b5f04eab214f1ca82d20559f46	500991576	501197382	be3913d1dec6c675403223e057ad6208	PARTIAL
query	chr4H	500991576	501197382	be3913d1dec6c675403223e057ad6208	501016624	501017875	6bbc55080d9f7013e0a1e4e80643425f	NESTED_IN_PREV
query	chr4H	501184631	501313811	09e9fbc466d2006b07ec108c8167784c	501198322	501423910	177992b174ff482fa4e3cf1aa5de4d05	PARTIAL
query	chr4H	501198322	501423910	177992b174ff482fa4e3cf1aa5de4d05	501322578	501323779	3c874a5a7bbd7657f1e0240c382a0b91	NESTED_IN_PREV
query	chr4H	501908421	502296426	c92511731a60be65acbca0b46aba8012	502293327	502294232	f53f040002e9758434cdbef8aba6c198	NESTED_IN_PREV
query	chr4H	502298587	502545117	08d1d6ee26c8331dc95d55c4544dfb9b	502449383	502450156	302bae78375021edb09fcda659e0e482	NESTED_IN_PREV
query	chr4H	502895577	503198884	0caf5842981cf47d2dee74b8d7f10373	503073822	503075747	941419835b6ba3dfd2c88a15a268fdcf	NESTED_IN_PREV
query	chr4H	503200521	503430941	8b40f98152b9b3f5fcbb90bb008cb299	503204080	503204853	7bc7d7635e300689f8ec503d3fdfbf8d	NESTED_IN_PREV
query	chr4H	503430942	503493719	b38ab05b67c07ad469606b4121b9bdba	503449052	503450813	453d2225a9c9fcd4b21916af402adb3e	NESTED_IN_PREV
query	chr4H	503502793	503667554	6c6f91343f661736b8fd9ce60d0aba09	503536958	503545202	720b6a366987572579d359085daca103	NESTED_IN_PREV
